"","IDHH","STATEID","URBAN2011","educ_cat","income_quintile","GROUPS","CI7","CI8","WT","WTn"
"2445","2823090209","(28) Andhra Pradesh 28","(1) urban 1","Primary","Q4","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(2) Only some confidence",8110.15651136,1.32546254110767
"2446","0301060401","(03) Punjab 03","(0) rural 0","Secondary","Q1 (Poorest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",2482.15855263,0.40566519006048
"2447","0304081301","(03) Punjab 03","(1) urban 1","Secondary","Q5 (Richest)","(7) Christian, Sikh, Jain 7","(1) A great deal of confidence","(2) Only some confidence",3916.37868853,0.640063264027985
"2448","0619010211","(06) Haryana 06","(0) rural 0","Higher secondary","Q5 (Richest)","(2) Forward caste 2","(2) Only some confidence","(1) A great deal of confidence",1352.92183463,0.221111295489416
"2449","2801071401","(28) Andhra Pradesh 28","(0) rural 0","College+","Q2","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",3712.14289717,0.606684513491916
"2450","0805071201","(08) Rajasthan 08","(0) rural 0","Higher secondary","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",6907.20300752,1.12886093350605
"2451","2727040911","(27) Maharashtra 27","(0) rural 0","Secondary","Q5 (Richest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",4722.97148448,0.771886680192828
"2452","2208010111","(22) Chhattisgarh 22","(0) rural 0","Secondary","Q5 (Richest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",28893.63889657,4.72215745529095
"2453","0710010909","(07) Delhi 07","(1) urban 1","Higher secondary","Q5 (Richest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",4407.66666667,0.72035564938565
"2454","2305050911","(23) Madhya Pradesh 23","(0) rural 0","Primary","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",4686.68319519,0.765955997095973
"2455","2723050801","(27) Maharashtra 27","(1) urban 1","Middle","Q3","(3) Other Backward Castes (OBC) 3","(3) Hardly any confidence at all","(2) Only some confidence",9592.3,1.56769284479999
"2456","2108021311","(21) Orissa 21","(0) rural 0","No education","Q2","(4) Dalit 4","(2) Only some confidence","(2) Only some confidence",2553.28943804,0.417290283114445
"2457","3207040111","(32) Kerala 32","(0) rural 0","Secondary","Q4","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(2) Only some confidence",5097.1631661,0.833041733919187
"2458","0205080701","(02) Himachal Pradesh 02","(1) urban 1","Secondary","Q5 (Richest)","(2) Forward caste 2","(2) Only some confidence","(1) A great deal of confidence",545.59105431,0.089167268749796
"2459","1911070701","(19) West Bengal 19","(0) rural 0","Primary","Q5 (Richest)","(4) Dalit 4","(1) A great deal of confidence","(2) Only some confidence",13798.49166667,2.25512094647486
"2460","0605010911","(06) Haryana 06","(0) rural 0","Middle","Q4","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",1067.77214218,0.174508589928624
"2461","2335080311","(23) Madhya Pradesh 23","(0) rural 0","Primary","Q4","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",3858.93136378,0.630674508467433
"2462","3211061701","(32) Kerala 32","(1) urban 1","Middle","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",4436.06347306,0.724996608299859
"2463","0710241101","(07) Delhi 07","(1) urban 1","College+","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",4407.66666667,0.72035564938565
"2464","2919040801","(29) Karnataka 29","(0) rural 0","College+","Q4","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",1416.22398634,0.231456919614621
"2465","2726071402","(27) Maharashtra 27","(0) rural 0","Secondary","Q2","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",9185.02703947,1.50113123745833
"2466","0608081521","(06) Haryana 06","(1) urban 1","Secondary","Q5 (Richest)","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",4407.66666667,0.72035564938565
"2467","0966030311","(09) Uttar Pradesh 09","(0) rural 0","College+","Q5 (Richest)","(2) Forward caste 2","(2) Only some confidence","(1) A great deal of confidence",9855.90892902,1.61077509116947
"2468","1306010101","(13) Nagaland 13","(0) rural 0","Higher secondary","Q4","(5) Adivasi 5","(1) A great deal of confidence","(1) A great deal of confidence",4044.64379455,0.661025941273803
"2469","0903040711","(09) Uttar Pradesh 09","(0) rural 0","Primary","Q1 (Poorest)","(4) Dalit 4","(1) A great deal of confidence","(2) Only some confidence",6660.38916506,1.08852354885147
"2470","2323021113","(23) Madhya Pradesh 23","(0) rural 0","Middle","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",2990.201386,0.488695862029253
"2471","1406030101","(14) Manipur 14","(1) urban 1","College+","Q5 (Richest)","(2) Forward caste 2","(2) Only some confidence","(1) A great deal of confidence",3746.5,0.612299578103599
"2472","2412061701","(24) Gujarat 24","(0) rural 0","Middle","Q3","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",4585.34144833,0.749393469711305
"2473","2903031101","(29) Karnataka 29","(1) urban 1","College+","Q2","(4) Dalit 4","(3) Hardly any confidence at all","(2) Only some confidence",4741.77914111,0.774960461113599
"2474","0511061501","(05) Uttarakhand 05","(1) urban 1","College+","Q5 (Richest)","(1) Brahmin 1","(3) Hardly any confidence at all","(1) A great deal of confidence",6466.85824346,1.05689432113341
"2475","2921061702","(29) Karnataka 29","(0) rural 0","Secondary","Q4","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",2485.40092423,0.406195098711951
"2476","0608010211","(06) Haryana 06","(0) rural 0","Higher secondary","Q5 (Richest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",1235.97259181,0.201997997200821
"2477","2707080701","(27) Maharashtra 27","(1) urban 1","Secondary","Q2","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",9592.3,1.56769284479999
"2478","1104050409","(11) Sikkim 11","(1) urban 1","Secondary","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",430.3373494,0.0703310763325346
"2479","0703010901","(07) Delhi 07","(1) urban 1","Middle","Q2","(6) Muslim 6","(2) Only some confidence","(1) A great deal of confidence",4407.66666667,0.72035564938565
"2480","0945030412","(09) Uttar Pradesh 09","(0) rural 0","No education","Q2","(1) Brahmin 1","(2) Only some confidence","(2) Only some confidence",6466.21072135,1.05678849502511
"2481","0924040202","(09) Uttar Pradesh 09","(0) rural 0","Higher secondary","Q1 (Poorest)","(1) Brahmin 1","(3) Hardly any confidence at all","(1) A great deal of confidence",13402.69174755,2.19043440610635
"2482","2907061501","(29) Karnataka 29","(1) urban 1","Secondary","Q3","(6) Muslim 6","(1) A great deal of confidence","(2) Only some confidence",4741.77914111,0.774960461113599
"2483","2926371711","(29) Karnataka 29","(0) rural 0","Middle","Q1 (Poorest)","(5) Adivasi 5","(2) Only some confidence","(2) Only some confidence",3277.87314066,0.535710754331572
"2484","2415070301","(24) Gujarat 24","(1) urban 1","College+","Q5 (Richest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",6938.99873258,1.13405738593891
"2485","1706041301","(17) Meghalaya 17","(1) urban 1","Secondary","Q5 (Richest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",4195.92857143,0.685750779137708
"2486","0303040511","(03) Punjab 03","(0) rural 0","College+","Q4","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",5077.81605307,0.829879788331093
"2487","3204011201","(32) Kerala 32","(1) urban 1","Higher secondary","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",4436.06347306,0.724996608299859
"2488","2816061901","(28) Andhra Pradesh 28","(0) rural 0","Middle","Q4","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",9459.08038457,1.54592044006946
"2489","2815082001","(28) Andhra Pradesh 28","(0) rural 0","No education","Q2","(4) Dalit 4","(2) Only some confidence","(2) Only some confidence",10058.37203526,1.64386412747864
"2490","2412030311","(24) Gujarat 24","(0) rural 0","Middle","Q4","(2) Forward caste 2","(1) A great deal of confidence","(3) Hardly any confidence at all",2442.1926645,0.399133468069145
"2491","1032090401","(10) Bihar 10","(1) urban 1","Middle","Q2","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",4366.34554335,0.713602438021549
"2492","2921070701","(29) Karnataka 29","(0) rural 0","Secondary","Q4","(5) Adivasi 5","(2) Only some confidence","(1) A great deal of confidence",2782.56838067,0.45476189657778
"2493","0208030212","(02) Himachal Pradesh 02","(0) rural 0","Higher secondary","Q5 (Richest)","(5) Adivasi 5","(1) A great deal of confidence","(2) Only some confidence",860.41562902,0.140619812262829
"2494","0965020301","(09) Uttar Pradesh 09","(0) rural 0","No education","Q1 (Poorest)","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",3742.84051845,0.611701500161748
"2495","2730070901","(27) Maharashtra 27","(0) rural 0","College+","Q4","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",5260.51561096,0.859738820018204
"2496","1016030211","(10) Bihar 10","(0) rural 0","No education","Q3","(6) Muslim 6","(1) A great deal of confidence","(2) Only some confidence",7659.62150504,1.25183051273702
"2497","1918061201","(19) West Bengal 19","(1) urban 1","College+","Q5 (Richest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",5775.85751979,0.943962397585457
"2498","2115090511","(21) Orissa 21","(0) rural 0","No education","Q2","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",1794.51892851,0.293282579160709
"2499","2917071401","(29) Karnataka 29","(0) rural 0","Higher secondary","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",1906.0271865,0.311506644107284
"2500","2308070101","(23) Madhya Pradesh 23","(0) rural 0","Middle","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(3) Hardly any confidence at all","(1) A great deal of confidence",4472.87955281,0.73101354947118
"2501","1806020901","(18) Assam 18","(0) rural 0","Secondary","Q3","(2) Forward caste 2","(3) Hardly any confidence at all","(1) A great deal of confidence",10107.19109774,1.65184274521784
"2502","2002070201","(20) Jharkhand 20","(0) rural 0","Higher secondary","Q2","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",18240.97972387,2.98116754013663
"2503","0301100501","(03) Punjab 03","(1) urban 1","Higher secondary","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",3916.37868853,0.640063264027985
"2504","0701011502","(07) Delhi 07","(1) urban 1","Higher secondary","Q5 (Richest)","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",4407.66666667,0.72035564938565
"2505","2730020311","(27) Maharashtra 27","(0) rural 0","Primary","Q2","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",2952.33028725,0.482506496544949
"2506","2801050401","(28) Andhra Pradesh 28","(0) rural 0","No education","Q2","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",5473.83786448,0.894602593094517
"2507","0310020301","(03) Punjab 03","(1) urban 1","Secondary","Q4","(7) Christian, Sikh, Jain 7","(1) A great deal of confidence","(1) A great deal of confidence",3916.37868853,0.640063264027985
"2508","2410061901","(24) Gujarat 24","(0) rural 0","Higher secondary","Q3","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",2468.07738095,0.40336387003409
"2509","2821051309","(28) Andhra Pradesh 28","(1) urban 1","Higher secondary","Q4","(6) Muslim 6","(2) Only some confidence","(1) A great deal of confidence",8110.15651136,1.32546254110767
"2510","3206051201","(32) Kerala 32","(1) urban 1","Middle","Q3","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",4436.06347306,0.724996608299859
"2511","3315091011","(33) Tamil Nadu 33","(0) rural 0","Secondary","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",3951.70445371,0.645836639475976
"2512","0914080501","(09) Uttar Pradesh 09","(1) urban 1","Middle","Q3","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",6466.85824346,1.05689432113341
"2513","3310050311","(33) Tamil Nadu 33","(0) rural 0","No education","Q5 (Richest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",8945.61643012,1.46200378113949
"2514","2408030113","(24) Gujarat 24","(0) rural 0","No education","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(3) Hardly any confidence at all",2620.96707492,0.428351003389013
"2515","0601011912","(06) Haryana 06","(0) rural 0","Secondary","Q1 (Poorest)","(4) Dalit 4","(1) A great deal of confidence","(2) Only some confidence",7223.44323376,1.18054484038077
"2516","1009031401","(10) Bihar 10","(1) urban 1","Higher secondary","Q3","(3) Other Backward Castes (OBC) 3","(3) Hardly any confidence at all","(1) A great deal of confidence",4366.34554335,0.713602438021549
"2517","1917100401","(19) West Bengal 19","(1) urban 1","College+","Q5 (Richest)","(1) Brahmin 1","(1) A great deal of confidence","(1) A great deal of confidence",5775.85751979,0.943962397585457
"2518","2202081101","(22) Chhattisgarh 22","(1) urban 1","Higher secondary","Q5 (Richest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",5765.10772579,0.942205532689981
"2519","2419022011","(24) Gujarat 24","(0) rural 0","Higher secondary","Q4","(5) Adivasi 5","(1) A great deal of confidence","(1) A great deal of confidence",3933.23666667,0.642818404266287
"2520","1601061011","(16) Tripura 16","(0) rural 0","Higher secondary","Q3","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",3914.77884378,0.63980179752179
"2521","1911040912","(19) West Bengal 19","(0) rural 0","No education","Q3","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",9683.15196578,1.58254100183108
"2522","1806070709","(18) Assam 18","(0) rural 0","Middle","Q2","(6) Muslim 6","(2) Only some confidence","(2) Only some confidence",8085.7525926,1.32147414949928
"2523","0102050301","(01) Jammu & Kashmir 01","(0) rural 0","Secondary","Q5 (Richest)","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",4452.82947489,0.727736716626829
"2524","0940051201","(09) Uttar Pradesh 09","(0) rural 0","No education","Q1 (Poorest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",8610.13341145,1.40717497804525
